OriginMicrotypeID,DestinationMicrotypeID,DistanceBinID,From,A_1,B_1,C_1,D_1,E_1,F_1,A_2,B_2,C_2,D_2,E_2,F_2,A_3,B_3,C_3,D_3,E_3,F_3,A_4,B_4,C_4,D_4,E_4,F_4,A_5,B_5,C_5,D_5,E_5,F_5,A_6,B_6,C_6,D_6,E_6,F_6
A_1,A_3,xlong,A_6,0.111631391433064,0,0,0,0,0,0.113806619915434,0,0,0,0,0,0.629984648301383,0,0,0,0,0,0,0,0,0,0,0,0.14457734035012,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,xlong,B_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A_1,A_3,xlong,B_3,0,0,0,0,0,0,0,0,0,0,0,0,0.654032154312136,0.00560556528188893,0,0,0,0,0.121987265652387,0.0128263648966302,0,0,0,0,0,0.195267706998982,0,0,0,0,0.00560556528188893,0.00467537757608769,0,0,0,0
A_1,A_3,xlong,B_4,0,0,0,0,0,0,0,0.0214241855198161,0,0,0,0,0,0.472402470978716,0,0,0,0,0,0.484749157981652,0,0,0,0,0,0,0,0,0,0,0,0.0214241855198161,0,0,0,0
A_1,A_3,xlong,B_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145229475033477,0,0,0,0,0,0.378924402642367,0,0,0,0,0,0,0,0,0,0,0,0.606552649854286,0,0,0,0
A_1,A_3,xlong,B_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482053974557849,0.0134521880043838,0,0,0,0,0,0,0,0,0,0.468601786553465,0.0112199314399596,0,0,0,0,0,0,0.0134521880043838,0.0112199314399596,0,0
A_1,A_3,xlong,C_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A_1,A_3,xlong,C_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_3,xlong,C_4,0,0,0,0,0,0,0,0,0.909161190361269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690703774294745,0,0,0,0,0,0,0,0.0217684322092564,0,0,0
A_1,A_3,xlong,C_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518297828348431,0,0,0,0,0,0,0,0,0,0,0,0.481702171651569,0,0,0
A_1,A_3,xlong,C_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00772234669911325,0,0,0,0.00772234669911325,0,0.322524739028418,0.322524739028418,0,0,0,0.00925874281740511,0,0.330247085727532,0,0
A_1,A_3,xlong,D_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A_1,A_3,xlong,D_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A_1,A_3,xlong,D_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488308228849165,0.0116917711508354,0,0,0
A_1,A_4,long,A_1,0.0371602806009875,0,0,0,0,0,0.272059855470589,0,0,0,0,0,0.398738797895441,0,0,0,0,0,0.221748044222459,0,0,0,0,0,0.0702930218105238,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,long,A_2,0.12783578183152,0,0,0,0,0,0.026127884457822,0,0,0,0,0,0.273430709387971,0,0,0,0,0,0.50574594942858,0,0,0,0,0,0.0501032396907341,0.0167564352033729,0,0,0,0,0,0,0,0,0,0
A_1,A_4,long,A_3,0.0678276593199816,0,0,0,0,0,0.354570892275258,0,0,0,0,0,0.00705472942966981,0,0,0,0,0,0.555675104275496,0,0,0,0,0,0.00371006496221837,0,0,0,0,0,0.0111615497373763,0,0,0,0,0
A_1,A_4,long,A_4,0.0969713559857447,0,0,0,0,0,0.213294315933954,0,0,0,0,0,0.127045951605395,0,0,0,0,0,0.198735234561414,0,0,0,0,0,0.355599122293117,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,long,A_5,0,0,0,0,0,0,0.226578437138221,0,0,0,0,0,0,0,0,0,0,0,0.773421562861779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,long,A_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,long,B_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,medium,A_1,0,0,0,0,0,0,0.567305885034474,0,0,0,0,0,0.0286879643206718,0,0,0,0,0,0.404006150644855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,medium,A_2,0,0,0,0,0,0,0,0,0,0,0,0,0.00984657347369827,0,0,0,0,0,0.990153426526302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,medium,A_3,0,0,0,0,0,0,0.350381518884131,0,0,0,0,0,0,0,0,0,0,0,0.649618481115869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,medium,A_4,0,0,0,0,0,0,0.890104425756421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,short,A_1,0,0,0,0,0,0,0.0262322502378364,0,0,0,0,0,0.0451137231744159,0,0,0,0,0,0.928654026587748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,short,A_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,short,A_3,0,0,0,0,0,0,0.00986587056715329,0,0,0,0,0,0,0,0,0,0,0,0.990134129432847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,short,A_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,xlong,A_1,0.161221064472512,0,0,0,0,0,0.312203674030725,0,0,0,0,0,0.263883890714138,0,0,0,0,0,0.179551019800636,0,0,0,0,0,0.0345337855799282,0,0,0,0,0,0.0486065654020613,0,0,0,0,0
A_1,A_4,xlong,A_2,0.0735595817241169,0,0,0,0,0,0.0761197715188851,0,0,0,0,0,0.404414658096239,0,0,0,0,0,0.308557405762929,0,0,0,0,0,0.131753617846674,0,0,0,0,0,0.0055949650511565,0,0,0,0,0
A_1,A_4,xlong,A_3,0.0646131067490363,0,0,0,0,0,0.195881445817286,0,0,0,0,0,0.132578675621565,0.0532817772658928,0,0,0,0,0.383145582055242,0.0104183586830002,0,0,0,0,0.130626894863284,0,0,0,0,0,0.0282103823138062,0.00124377663088784,0,0,0,0
A_1,A_4,xlong,A_4,0.02087948059251,0,0,0,0,0,0.198570251812027,0,0,0,0,0,0.664175049969767,0,0,0,0,0,0.0509468459661824,0,0,0,0,0,0.0648922923163656,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,xlong,A_5,0.0164408138433475,0,0,0,0,0,0.0933450812645417,0,0,0,0,0,0.161527147318994,0,0,0,0,0,0.6904613962924,0,0,0,0,0,0.0364981982700991,0,0,0,0,0,0.00172736301061846,0,0,0,0,0
A_1,A_4,xlong,A_6,0.0357747363167743,0,0,0,0,0,0,0,0,0,0,0,0.40358206947732,0,0,0,0,0,0.139792529242958,0,0,0,0,0,0.420850664962948,0,0,0,0,0,0,0,0,0,0,0
A_1,A_4,xlong,B_3,0,0,0,0,0,0,0,0,0,0,0,0,0.328225406986258,0,0,0,0,0,0.328225406986258,0.328225406986258,0,0,0,0,0,0.00146929777440371,0,0,0,0,0,0.0138544812668215,0,0,0,0
A_1,A_4,xlong,B_4,0,0,0,0,0,0,0,0,0,0,0,0,0.00101634559620753,0.227040735217399,0,0,0,0,0.0887880223417804,0.681122205652198,0,0,0,0,0,0.00203269119241506,0,0,0,0,0,0,0,0,0,0
A_1,A_4,xlong,B_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702144299324183,0,0,0,0,0,0.223391775506863,0,0,0,0,0,0.0744639251689543,0,0,0,0,0,0,0,0,0,0
A_1,A_4,xlong,B_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503559074081778,0,0,0,0,0,0,0,0,0,0,0,0.474822046295911,0,0,0,0,0,0,0,0.474822046295911,0,0
